Age Group,Male,Female,Date
0-9,2,3,2022-03-21
10-19,1,1,2022-03-21
20-29,11,4,2022-03-21
30-39,31,19,2022-03-21
40-49,56,35,2022-03-21
50-59,152,90,2022-03-21
60-69,353,176,2022-03-21
70-79,785,395,2022-03-21
80-89,1154,811,2022-03-21
90+,618,734,2022-03-21
