Jurisdiction,Active,Recovered,Deaths,Date
Australia,30,73,10,2021-10-18
ACT,0,0,0,2021-10-18
NSW,18,13,2,2021-10-18
NT,0,0,0,2021-10-18
QLD,0,8,0,2021-10-18
SA,0,1,0,2021-10-18
TAS,0,3,2,2021-10-18
VIC,12,48,5,2021-10-18
WA,0,0,1,2021-10-18
