Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,204973,2895,7,16196,23213,50,139680,2022-02-28
ACT,3980,464,0,0,4400,0,0,2022-02-28
NSW,96172,0,2,5854,1,2,52421,2022-02-28
NT,4397,17,0,365,175,0,4190,2022-02-28
QLD,33340,53,0,3259,1308,3,33828,2022-02-28
SA,15432,1316,5,37,11060,34,204,2022-02-28
TAS,4906,4,0,730,4,0,5563,2022-02-28
VIC,41205,238,0,5614,2098,0,41687,2022-02-28
WA,5541,803,0,337,4167,11,1787,2022-02-28
