Age Group,Male,Female,Date
0-9,4,4,2022-04-11
10-19,1,2,2022-04-11
20-29,11,6,2022-04-11
30-39,37,24,2022-04-11
40-49,65,44,2022-04-11
50-59,173,102,2022-04-11
60-69,405,199,2022-04-11
70-79,881,454,2022-04-11
80-89,1324,939,2022-04-11
90+,704,854,2022-04-11
