Jurisdiction,Active,Recovered,Deaths,Date
Australia,32,75,10,2021-10-24
ACT,0,0,0,2021-10-24
NSW,19,13,2,2021-10-24
NT,0,0,0,2021-10-24
QLD,0,8,0,2021-10-24
SA,0,1,0,2021-10-24
TAS,0,3,2,2021-10-24
VIC,15,48,5,2021-10-24
WA,0,0,1,2021-10-24
