Age Group,Male,Female,Date
0-9,5,6,2022-07-08
10-19,5,3,2022-07-08
20-29,16,13,2022-07-08
30-39,52,32,2022-07-08
40-49,95,61,2022-07-08
50-59,236,141,2022-07-08
60-69,557,308,2022-07-08
70-79,1283,682,2022-07-08
80-89,1976,1460,2022-07-08
90+,1149,1447,2022-07-08
