Age Group,Male,Female,Date
0-9,0,1,2021-12-16
10-19,1,1,2021-12-16
20-29,6,3,2021-12-16
30-39,13,7,2021-12-16
40-49,31,13,2021-12-16
50-59,77,45,2021-12-16
60-69,152,70,2021-12-16
70-79,291,176,2021-12-16
80-89,402,345,2021-12-16
90+,194,293,2021-12-16
