Jurisdiction,Active,Recovered,Deaths,Date
Australia,98,78,13,2022-01-09
ACT,0,0,0,2022-01-09
NSW,26,15,3,2022-01-09
NT,0,0,0,2022-01-09
QLD,3,8,0,2022-01-09
SA,0,1,0,2022-01-09
TAS,0,3,2,2022-01-09
VIC,69,51,7,2022-01-09
WA,0,0,1,2022-01-09
