Age Group,Male,Female,Date
0-9,1,3,2022-03-16
10-19,1,1,2022-03-16
20-29,10,4,2022-03-16
30-39,31,19,2022-03-16
40-49,54,34,2022-03-16
50-59,150,90,2022-03-16
60-69,349,174,2022-03-16
70-79,774,386,2022-03-16
80-89,1140,799,2022-03-16
90+,607,719,2022-03-16
