Age Group,Male,Female,Date
0-9,5,5,2022-07-01
10-19,5,3,2022-07-01
20-29,14,13,2022-07-01
30-39,51,31,2022-07-01
40-49,92,59,2022-07-01
50-59,232,140,2022-07-01
60-69,550,303,2022-07-01
70-79,1257,660,2022-07-01
80-89,1927,1409,2022-07-01
90+,1117,1404,2022-07-01
