Age Group,Male,Female,Date
0-9,0,0,2021-11-19
10-19,1,1,2021-11-19
20-29,6,3,2021-11-19
30-39,12,7,2021-11-19
40-49,29,12,2021-11-19
50-59,72,39,2021-11-19
60-69,146,60,2021-11-19
70-79,257,157,2021-11-19
80-89,365,325,2021-11-19
90+,171,270,2021-11-19
