Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,22918,454,0,716,4009,10,7227,2021-11-02
ACT,153,8,0,0,57,0,0,2021-11-02
NSW,3342,173,0,0,1527,4,0,2021-11-02
NT,0,0,0,0,0,0,0,2021-11-02
QLD,13,0,0,0,0,5,0,2021-11-02
SA,1,0,0,0,0,0,0,2021-11-02
TAS,0,0,0,0,0,0,0,2021-11-02
VIC,19409,273,0,716,2425,1,7227,2021-11-02
WA,0,0,0,0,0,0,0,2021-11-02
