Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,372452,17085,61,37412,79443,257,196932,2022-05-15
ACT,6135,1217,0,0,5390,0,0,2022-05-15
NSW,137561,1,0,12019,10,0,75551,2022-05-15
NT,1980,234,3,51,594,10,856,2022-05-15
QLD,40671,12,0,6543,90,0,32479,2022-05-15
SA,24553,4488,17,111,19781,60,437,2022-05-15
TAS,5982,1,0,1115,1850,0,3232,2022-05-15
VIC,73727,0,0,13181,3,0,64237,2022-05-15
WA,81843,11132,41,4392,51725,187,20140,2022-05-15
