Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,330289,3818,20,68519,16146,52,305478,2022-01-06
ACT,3565,992,0,0,4483,0,0,2022-01-06
NSW,207667,277,0,34717,2724,2,173054,2022-01-06
NT,803,136,18,58,479,28,210,2022-01-06
QLD,32312,22,0,10310,132,2,35852,2022-01-06
SA,21215,69,0,3001,1009,1,17818,2022-01-06
TAS,3533,2,0,749,74,0,3700,2022-01-06
VIC,61120,2313,0,19684,7213,4,74829,2022-01-06
WA,74,7,2,0,32,15,15,2022-01-06
