Age Group,Male,Female,Date
0-9,5,7,2022-08-31
10-19,4,3,2022-08-31
20-29,18,11,2022-08-31
30-39,55,34,2022-08-31
40-49,107,75,2022-08-31
50-59,294,183,2022-08-31
60-69,714,395,2022-08-31
70-79,1678,919,2022-08-31
80-89,2655,2006,2022-08-31
90+,1660,2108,2022-08-31
