Age Group,Male,Female,Date
0-9,4,4,2022-04-29
10-19,2,3,2022-04-29
20-29,11,8,2022-04-29
30-39,37,25,2022-04-29
40-49,71,45,2022-04-29
50-59,187,109,2022-04-29
60-69,432,222,2022-04-29
70-79,955,490,2022-04-29
80-89,1441,1010,2022-04-29
90+,769,941,2022-04-29
