Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,322607,12905,55,41882,71894,348,196838,2022-05-06
ACT,5819,1085,0,0,6824,0,0,2022-05-06
NSW,143342,3,0,18526,8,0,80754,2022-05-06
NT,2409,35,1,394,142,1,2249,2022-05-06
QLD,37221,29,0,8016,180,1,41081,2022-05-06
SA,22539,3798,8,88,24082,74,588,2022-05-06
TAS,6154,717,0,364,2192,0,4916,2022-05-06
VIC,58459,0,0,11596,0,0,51751,2022-05-06
WA,46664,7238,46,2898,38466,272,15499,2022-05-06
