Age Group,Male,Female,Date
0-9,3,3,2022-04-02
10-19,1,1,2022-04-02
20-29,11,5,2022-04-02
30-39,33,23,2022-04-02
40-49,61,39,2022-04-02
50-59,164,97,2022-04-02
60-69,389,189,2022-04-02
70-79,852,439,2022-04-02
80-89,1273,904,2022-04-02
90+,683,819,2022-04-02
