Age Group,Male,Female,Date
0-9,4,4,2022-05-10
10-19,2,3,2022-05-10
20-29,12,9,2022-05-10
30-39,38,25,2022-05-10
40-49,75,46,2022-05-10
50-59,191,114,2022-05-10
60-69,450,237,2022-05-10
70-79,985,515,2022-05-10
80-89,1493,1059,2022-05-10
90+,825,998,2022-05-10
