Jurisdiction,Active,Recovered,Deaths,Date
Australia,697,1487,806,2021-11-01
ACT,0,8,7,2021-11-01
NSW,306,89,88,2021-11-01
NT,0,0,0,2021-11-01
QLD,0,0,1,2021-11-01
SA,0,0,0,2021-11-01
TAS,0,0,1,2021-11-01
VIC,391,1390,709,2021-11-01
WA,0,0,0,2021-11-01
