Age Group,Male,Female,Date
0-9,4,4,2022-05-05
10-19,2,3,2022-05-05
20-29,12,8,2022-05-05
30-39,37,25,2022-05-05
40-49,74,46,2022-05-05
50-59,189,113,2022-05-05
60-69,440,233,2022-05-05
70-79,973,505,2022-05-05
80-89,1472,1038,2022-05-05
90+,809,976,2022-05-05
