Age Group,Male,Female,Date
0-9,4,4,2022-06-08
10-19,3,3,2022-06-08
20-29,14,10,2022-06-08
30-39,45,26,2022-06-08
40-49,81,49,2022-06-08
50-59,210,128,2022-06-08
60-69,501,278,2022-06-08
70-79,1116,585,2022-06-08
80-89,1736,1236,2022-06-08
90+,968,1199,2022-06-08
