Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,696699,4978,5,75300,31984,72,480212,2022-01-12
ACT,5601,1078,0,0,9329,0,0,2022-01-12
NSW,333235,494,1,34264,1710,4,227172,2022-01-12
NT,2725,18,0,194,1090,32,1192,2022-01-12
QLD,109524,30,0,18054,186,0,86150,2022-01-12
SA,32067,1276,3,2436,5475,24,20588,2022-01-12
TAS,3729,5,0,731,44,2,5265,2022-01-12
VIC,209715,2073,0,19620,14106,1,139844,2022-01-12
WA,103,4,1,1,44,9,1,2022-01-12
