Age Group,Male,Female,Date
0-9,218296,204644,2022-06-29
10-19,266743,287048,2022-06-29
20-29,409694,452715,2022-06-29
30-39,361739,404399,2022-06-29
40-49,280110,322113,2022-06-29
50-59,224465,246935,2022-06-29
60-69,152310,154776,2022-06-29
70-79,87013,79119,2022-06-29
80-89,37534,38923,2022-06-29
90+,9561,16954,2022-06-29
