Age Group,Male,Female,Date
0-9,4,4,2022-04-21
10-19,1,2,2022-04-21
20-29,11,6,2022-04-21
30-39,37,25,2022-04-21
40-49,70,45,2022-04-21
50-59,178,104,2022-04-21
60-69,418,215,2022-04-21
70-79,924,476,2022-04-21
80-89,1386,981,2022-04-21
90+,737,897,2022-04-21
