Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,245897,4583,89,20722,24439,406,158758,2022-08-12
ACT,3032,464,0,0,3726,0,0,2022-08-12
NSW,146302,1,0,10514,14,0,74481,2022-08-12
NT,1361,0,9,180,0,33,1401,2022-08-12
QLD,28879,14,0,3344,136,0,25425,2022-08-12
SA,12392,1877,4,38,9483,38,3732,2022-08-12
TAS,3735,446,6,208,2066,32,2271,2022-08-12
VIC,34532,0,0,5550,0,0,41616,2022-08-12
WA,15664,1781,70,888,9014,303,9832,2022-08-12
