Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,322913,9921,43,28659,68063,359,192694,2022-05-03
ACT,5830,1027,0,0,5808,0,997,2022-05-03
NSW,144350,1,0,9655,11,0,76242,2022-05-03
NT,2655,30,0,281,138,1,2490,2022-05-03
QLD,37885,0,0,5207,255,4,39856,2022-05-03
SA,24044,3119,15,81,24053,76,1719,2022-05-03
TAS,6318,2,0,1092,1636,0,5739,2022-05-03
VIC,57501,0,0,10184,0,0,50537,2022-05-03
WA,44330,5742,28,2159,36162,278,15114,2022-05-03
