Age Group,Male,Female,Date
0-9,0,1,2021-12-30
10-19,1,1,2021-12-30
20-29,6,3,2021-12-30
30-39,13,7,2021-12-30
40-49,32,14,2021-12-30
50-59,80,46,2021-12-30
60-69,157,74,2021-12-30
70-79,306,185,2021-12-30
80-89,422,353,2021-12-30
90+,200,311,2021-12-30
