Age Group,Male,Female,Date
0-9,0,1,2021-11-25
10-19,1,1,2021-11-25
20-29,6,3,2021-11-25
30-39,12,7,2021-11-25
40-49,29,13,2021-11-25
50-59,72,41,2021-11-25
60-69,147,63,2021-11-25
70-79,266,162,2021-11-25
80-89,376,328,2021-11-25
90+,174,276,2021-11-25
