Age Group,Male,Female,Date
0-9,182039,170990,2022-05-19
10-19,226332,242673,2022-05-19
20-29,354659,386919,2022-05-19
30-39,299246,330643,2022-05-19
40-49,226066,258088,2022-05-19
50-59,178040,193811,2022-05-19
60-69,119705,120810,2022-05-19
70-79,67242,60835,2022-05-19
80-89,28043,28381,2022-05-19
90+,6689,11652,2022-05-19
