Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,352195,18186,56,39388,67458,239,173652,2022-05-11
ACT,5801,1242,0,0,5179,0,0,2022-05-11
NSW,137336,2,0,12263,9,0,59894,2022-05-11
NT,2120,39,1,299,134,3,1516,2022-05-11
QLD,42497,35,0,7392,136,0,33692,2022-05-11
SA,22101,4204,11,84,17303,45,386,2022-05-11
TAS,5839,544,0,508,2475,0,2623,2022-05-11
VIC,67608,0,0,13973,0,0,58627,2022-05-11
WA,68893,12120,44,4869,42222,191,16914,2022-05-11
