Age Group,Male,Female,Date
0-9,1,3,2022-03-20
10-19,1,1,2022-03-20
20-29,11,4,2022-03-20
30-39,31,19,2022-03-20
40-49,55,35,2022-03-20
50-59,150,90,2022-03-20
60-69,351,174,2022-03-20
70-79,781,394,2022-03-20
80-89,1150,805,2022-03-20
90+,615,726,2022-03-20
