Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,318059,6680,77,30636,64296,504,202201,2022-08-05
ACT,4200,641,0,0,5182,0,0,2022-08-05
NSW,169532,5,0,14382,11006,0,79547,2022-08-05
NT,1993,0,3,354,236,30,1616,2022-08-05
QLD,45141,32,0,5553,4803,0,50486,2022-08-05
SA,18099,2869,14,50,18976,77,256,2022-08-05
TAS,5046,560,9,284,4458,45,1477,2022-08-05
VIC,52515,0,0,8785,7047,0,55499,2022-08-05
WA,21533,2573,51,1228,12588,352,13320,2022-08-05
