Jurisdiction,Active,Recovered,Deaths,Date
Australia,386,1430,747,2021-10-11
ACT,0,0,0,2021-10-11
NSW,287,81,72,2021-10-11
NT,0,0,0,2021-10-11
QLD,0,0,1,2021-10-11
SA,0,0,0,2021-10-11
TAS,0,0,1,2021-10-11
VIC,89,1349,668,2021-10-11
WA,0,0,0,2021-10-11
