Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,388939,10326,17,43006,71304,104,267991,2022-03-22
ACT,5728,1014,0,0,7620,0,0,2022-03-22
NSW,211527,0,0,20960,5,1,142336,2022-03-22
NT,1577,52,0,262,217,0,1332,2022-03-22
QLD,41852,240,0,8641,1624,1,45718,2022-03-22
SA,26431,3613,2,71,24996,39,534,2022-03-22
TAS,10099,2,0,1823,3160,0,8442,2022-03-22
VIC,52983,231,0,9363,2049,0,57831,2022-03-22
WA,38742,5174,15,1886,31633,63,11798,2022-03-22
