Age Group,Male,Female,Date
0-9,8201,7810,2021-10-12
10-19,9966,9245,2021-10-12
20-29,14849,13667,2021-10-12
30-39,12336,10937,2021-10-12
40-49,8547,7822,2021-10-12
50-59,6718,6155,2021-10-12
60-69,3934,3688,2021-10-12
70-79,2110,1961,2021-10-12
80-89,1092,1407,2021-10-12
90+,340,752,2021-10-12
