Jurisdiction,Active,Recovered,Deaths,Date
Australia,28,73,10,2021-10-15
ACT,0,0,0,2021-10-15
NSW,18,13,2,2021-10-15
NT,0,0,0,2021-10-15
QLD,0,8,0,2021-10-15
SA,0,1,0,2021-10-15
TAS,0,3,2,2021-10-15
VIC,10,48,5,2021-10-15
WA,0,0,1,2021-10-15
