Age Group,Male,Female,Date
0-9,0,1,2022-01-05
10-19,1,1,2022-01-05
20-29,6,3,2022-01-05
30-39,13,7,2022-01-05
40-49,33,15,2022-01-05
50-59,80,49,2022-01-05
60-69,161,76,2022-01-05
70-79,320,191,2022-01-05
80-89,432,360,2022-01-05
90+,209,313,2022-01-05
