Age Group,Male,Female,Date
0-9,10498,10010,2021-10-26
10-19,12256,11469,2021-10-26
20-29,17673,16233,2021-10-26
30-39,14982,13492,2021-10-26
40-49,10407,9602,2021-10-26
50-59,8065,7517,2021-10-26
60-69,4757,4525,2021-10-26
70-79,2544,2410,2021-10-26
80-89,1318,1666,2021-10-26
90+,394,846,2021-10-26
