Jurisdiction,Active,Recovered,Deaths,Date
Australia,337,1417,744,2021-10-09
ACT,0,0,0,2021-10-09
NSW,275,81,70,2021-10-09
NT,0,0,0,2021-10-09
QLD,0,0,1,2021-10-09
SA,0,0,0,2021-10-09
TAS,0,0,1,2021-10-09
VIC,52,1336,667,2021-10-09
WA,0,0,0,2021-10-09
