Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,612619,4635,15,62175,30549,74,464331,2022-01-11
ACT,6302,1508,0,0,9110,0,0,2022-01-11
NSW,315785,237,1,25632,1840,3,227427,2022-01-11
NT,2513,35,8,234,1202,34,903,2022-01-11
QLD,81581,5,0,16375,184,0,74855,2022-01-11
SA,30388,794,5,2122,4557,22,21359,2022-01-11
TAS,4581,1,0,362,40,2,5404,2022-01-11
VIC,171369,2041,0,17450,13567,1,134380,2022-01-11
WA,100,14,1,0,49,12,3,2022-01-11
