Age Group,Male,Female,Date
0-9,5,4,2022-06-20
10-19,4,3,2022-06-20
20-29,14,13,2022-06-20
30-39,50,30,2022-06-20
40-49,88,52,2022-06-20
50-59,222,136,2022-06-20
60-69,530,292,2022-06-20
70-79,1198,632,2022-06-20
80-89,1846,1339,2022-06-20
90+,1050,1307,2022-06-20
