Jurisdiction,Active,Recovered,Deaths,Date
Australia,691,1550,819,2021-11-06
ACT,0,8,7,2021-11-06
NSW,281,110,93,2021-11-06
NT,0,0,0,2021-11-06
QLD,0,0,1,2021-11-06
SA,0,0,0,2021-11-06
TAS,0,0,1,2021-11-06
VIC,410,1432,717,2021-11-06
WA,0,0,0,2021-11-06
