Age Group,Male,Female,Date
0-9,213075,200078,2022-07-19
10-19,254156,274234,2022-07-19
20-29,403828,448190,2022-07-19
30-39,360042,402593,2022-07-19
40-49,278496,319900,2022-07-19
50-59,228788,253811,2022-07-19
60-69,159935,163571,2022-07-19
70-79,93286,85412,2022-07-19
80-89,41211,42928,2022-07-19
90+,10644,18932,2022-07-19
