Jurisdiction,Active,Recovered,Deaths,Date
Australia,722,1735,858,2021-11-22
ACT,4,8,7,2021-11-22
NSW,276,118,98,2021-11-22
NT,0,0,0,2021-11-22
QLD,0,0,1,2021-11-22
SA,0,0,0,2021-11-22
TAS,0,0,1,2021-11-22
VIC,442,1609,751,2021-11-22
WA,0,0,0,2021-11-22
