Age Group,Male,Female,Date
0-9,0,1,2022-01-01
10-19,1,1,2022-01-01
20-29,6,3,2022-01-01
30-39,13,7,2022-01-01
40-49,33,14,2022-01-01
50-59,80,46,2022-01-01
60-69,157,75,2022-01-01
70-79,309,187,2022-01-01
80-89,424,354,2022-01-01
90+,202,311,2022-01-01
