Age Group,Male,Female,Date
0-9,1,3,2022-02-28
10-19,1,1,2022-02-28
20-29,9,3,2022-02-28
30-39,29,17,2022-02-28
40-49,51,31,2022-02-28
50-59,136,83,2022-02-28
60-69,314,158,2022-02-28
70-79,707,355,2022-02-28
80-89,1049,739,2022-02-28
90+,548,648,2022-02-28
