Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,289342,1074,14,22080,12000,82,202771,2022-02-07
ACT,2406,299,0,0,2847,0,0,2022-02-07
NSW,155383,3,3,7431,44,7,71623,2022-02-07
NT,7369,7,0,824,52,0,6698,2022-02-07
QLD,48447,124,0,4577,1033,1,46808,2022-02-07
SA,14635,173,10,964,2939,67,6599,2022-02-07
TAS,1036,4,0,438,8,0,3390,2022-02-07
VIC,59801,431,0,7844,4884,0,67631,2022-02-07
WA,265,33,1,2,193,7,22,2022-02-07
