Age Group,Male,Female,Date
0-9,1,2,2022-01-25
10-19,2,1,2022-01-25
20-29,9,3,2022-01-25
30-39,23,11,2022-01-25
40-49,41,19,2022-01-25
50-59,108,61,2022-01-25
60-69,204,103,2022-01-25
70-79,440,246,2022-01-25
80-89,634,480,2022-01-25
90+,303,417,2022-01-25
