Age Group,Male,Female,Date
0-9,1,4,2022-02-12
10-19,1,2,2022-02-12
20-29,9,3,2022-02-12
30-39,29,16,2022-02-12
40-49,46,27,2022-02-12
50-59,122,76,2022-02-12
60-69,257,132,2022-02-12
70-79,587,322,2022-02-12
80-89,902,634,2022-02-12
90+,467,573,2022-02-12
