Age Group,Male,Female,Date
0-9,64862,60866,2022-01-21
10-19,88626,95937,2022-01-21
20-29,186724,192926,2022-01-21
30-39,127519,129843,2022-01-21
40-49,84800,91250,2022-01-21
50-59,67937,72806,2022-01-21
60-69,42664,42017,2022-01-21
70-79,21570,19539,2022-01-21
80-89,8731,9354,2022-01-21
90+,2040,3641,2022-01-21
