Age Group,Male,Female,Date
0-9,213849,200699,2022-06-20
10-19,262985,282737,2022-06-20
20-29,403525,444705,2022-06-20
30-39,353597,394609,2022-06-20
40-49,273067,313704,2022-06-20
50-59,217438,238536,2022-06-20
60-69,146947,149029,2022-06-20
70-79,83612,76021,2022-06-20
80-89,35938,37072,2022-06-20
90+,9054,16079,2022-06-20
