Age Group,Male,Female,Date
0-9,0,1,2021-12-26
10-19,1,1,2021-12-26
20-29,6,3,2021-12-26
30-39,13,7,2021-12-26
40-49,32,14,2021-12-26
50-59,78,46,2021-12-26
60-69,156,73,2021-12-26
70-79,300,181,2021-12-26
80-89,412,350,2021-12-26
90+,200,303,2021-12-26
