Age Group,Male,Female,Date
0-9,0,1,2021-12-08
10-19,1,1,2021-12-08
20-29,6,3,2021-12-08
30-39,12,7,2021-12-08
40-49,31,13,2021-12-08
50-59,74,44,2021-12-08
60-69,149,68,2021-12-08
70-79,280,171,2021-12-08
80-89,393,341,2021-12-08
90+,186,285,2021-12-08
