Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,353566,3567,2,28228,15185,75,214590,2022-01-26
ACT,4745,600,0,0,2692,0,0,2022-01-26
NSW,195701,3,0,12915,29,1,88625,2022-01-26
NT,2055,4,0,161,29,0,780,2022-01-26
QLD,76417,724,0,8230,1144,1,61690,2022-01-26
SA,26574,948,2,1451,5661,62,11706,2022-01-26
TAS,1283,1,0,201,6,0,1412,2022-01-26
VIC,46659,1264,0,5269,5532,0,50365,2022-01-26
WA,132,23,0,1,92,11,12,2022-01-26
