Age Group,Male,Female,Date
0-9,0,1,2021-12-09
10-19,1,1,2021-12-09
20-29,6,3,2021-12-09
30-39,13,7,2021-12-09
40-49,31,13,2021-12-09
50-59,75,44,2021-12-09
60-69,149,69,2021-12-09
70-79,281,172,2021-12-09
80-89,394,341,2021-12-09
90+,189,286,2021-12-09
