Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,22167,634,3,964,3571,8,6061,2021-11-05
ACT,125,5,1,0,61,1,1,2021-11-05
NSW,3076,249,0,0,1436,3,0,2021-11-05
NT,2,1,0,0,1,1,0,2021-11-05
QLD,12,0,2,0,2,3,1,2021-11-05
SA,0,0,0,0,0,0,0,2021-11-05
TAS,0,0,0,0,0,0,0,2021-11-05
VIC,18952,379,0,964,2071,0,6059,2021-11-05
WA,0,0,0,0,0,0,0,2021-11-05
