Age Group,Male,Female,Date
0-9,5,5,2022-07-05
10-19,5,3,2022-07-05
20-29,15,13,2022-07-05
30-39,51,31,2022-07-05
40-49,94,59,2022-07-05
50-59,232,140,2022-07-05
60-69,553,305,2022-07-05
70-79,1268,667,2022-07-05
80-89,1952,1435,2022-07-05
90+,1130,1420,2022-07-05
