Jurisdiction,Active,Recovered,Deaths,Date
Australia,826,1847,887,2021-12-11
ACT,4,8,7,2021-12-11
NSW,307,122,101,2021-12-11
NT,0,0,0,2021-12-11
QLD,0,0,1,2021-12-11
SA,0,0,0,2021-12-11
TAS,0,0,1,2021-12-11
VIC,515,1717,777,2021-12-11
WA,0,0,0,2021-12-11
