Jurisdiction,Active,Recovered,Deaths,Date
Australia,572,1449,776,2021-10-24
ACT,0,8,7,2021-10-24
NSW,291,84,83,2021-10-24
NT,0,0,0,2021-10-24
QLD,0,0,1,2021-10-24
SA,0,0,0,2021-10-24
TAS,0,0,1,2021-10-24
VIC,281,1357,684,2021-10-24
WA,0,0,0,2021-10-24
