Jurisdiction,Active cases^,Locally acquired last 24 hours*,Overseas acquired last 24 hours,'Under investigation last 24 hours*',Locally acquired last 7 days,Overseas acquired last 7 days,Under investigation last 7 days,Date
Australia,311332,9202,76,22886,52047,499,153316,2022-07-12
ACT,7779,1143,0,0,6812,0,0,2022-07-12
NSW,137260,0,0,7586,3,0,66643,2022-07-12
NT,2274,0,10,314,631,37,1076,2022-07-12
QLD,40368,0,0,4804,115,0,27982,2022-07-12
SA,23575,3203,1,96,17605,51,428,2022-07-12
TAS,9646,1024,8,404,4035,40,3962,2022-07-12
VIC,56421,0,0,8689,0,0,47426,2022-07-12
WA,34009,3832,57,993,22846,371,5799,2022-07-12
