Age Group,Male,Female,Date
0-9,233684,218949,2022-09-08
10-19,275181,295974,2022-09-08
20-29,432818,484660,2022-09-08
30-39,396552,445534,2022-09-08
40-49,310310,357593,2022-09-08
50-59,260177,291054,2022-09-08
60-69,186149,191922,2022-09-08
70-79,112493,104252,2022-09-08
80-89,51298,54775,2022-09-08
90+,13790,25046,2022-09-08
