Age Group,Male,Female,Date
0-9,0,1,2021-12-24
10-19,1,1,2021-12-24
20-29,6,3,2021-12-24
30-39,13,7,2021-12-24
40-49,32,14,2021-12-24
50-59,78,46,2021-12-24
60-69,156,73,2021-12-24
70-79,300,181,2021-12-24
80-89,412,350,2021-12-24
90+,200,303,2021-12-24
