Age Group,Male,Female,Date
0-9,13252,12625,2021-11-12
10-19,14261,13445,2021-11-12
20-29,19477,18161,2021-11-12
30-39,16793,15457,2021-11-12
40-49,11848,11041,2021-11-12
50-59,8970,8545,2021-11-12
60-69,5403,5196,2021-11-12
70-79,2930,2777,2021-11-12
80-89,1492,1902,2021-11-12
90+,436,930,2021-11-12
